항목,당기,전기,당기_num,전기_num,year,table_index,source
14. 사업결합으로 인한 현금유출액,"(785,000)",-,-785000.0,0.0,2019,22,감사보고서_2019.htm
15. 기타투자활동으로 인한 현금유출입액,"(6,725)","(2,716)",-6725.0,-2716.0,2019,22,감사보고서_2019.htm
Ⅲ. 재무활동 현금흐름,"(9,787,719)","(12,818,480)",-9787719.0,-12818480.0,2019,22,감사보고서_2019.htm
1. 단기차입금의 순증가(감소),"(41,078)","(1,796,186)",-41078.0,-1796186.0,2019,22,감사보고서_2019.htm
2. 자기주식의 취득,-,"(875,111)",0.0,-875111.0,2019,22,감사보고서_2019.htm
3. 사채 및 장기차입금의 상환,"(128,431)","(5,357)",-128431.0,-5357.0,2019,22,감사보고서_2019.htm
4. 배당금의 지급,"(9,618,210)","(10,141,826)",-9618210.0,-10141826.0,2019,22,감사보고서_2019.htm
Ⅳ. 외화환산으로 인한 현금의 변동,2593,-,2593.0,0.0,2019,22,감사보고서_2019.htm
Ⅴ. 현금및현금성자산의 증가(감소)(Ⅰ+Ⅱ+Ⅲ+Ⅳ),"(526,040)","(155,811)",-526040.0,-155811.0,2019,22,감사보고서_2019.htm
Ⅵ. 기초의 현금및현금성자산,2607957,2763768,2607957.0,2763768.0,2019,22,감사보고서_2019.htm
Ⅶ. 기말의 현금및현금성자산,2081917,2607957,2081917.0,2607957.0,2019,22,감사보고서_2019.htm
현금,557,556,557.0,556.0,2019,30,감사보고서_2019.htm
예금 등,2081360,2607401,2081360.0,2607401.0,2019,30,감사보고서_2019.htm
계,2081917,2607957,2081917.0,2607957.0,2019,30,감사보고서_2019.htm
현금및현금성자산,-,,0.0,,2019,34,감사보고서_2019.htm
단기금융상품,-,,0.0,,2019,34,감사보고서_2019.htm
매출채권,-,,0.0,,2019,34,감사보고서_2019.htm
기타포괄손익-공정가치금융자산,-,,0.0,,2019,34,감사보고서_2019.htm
당기손익-공정가치금융자산,3181,,3181.0,,2019,34,감사보고서_2019.htm
기타,-,,0.0,,2019,34,감사보고서_2019.htm
계,3181,,3181.0,,2019,34,감사보고서_2019.htm
현금및현금성자산,-,,0.0,,2019,39,감사보고서_2019.htm
단기금융상품,-,,0.0,,2019,39,감사보고서_2019.htm
매출채권,-,,0.0,,2019,39,감사보고서_2019.htm
기타포괄손익-공정가치금융자산,-,,0.0,,2019,39,감사보고서_2019.htm
당기손익-공정가치금융자산,7413,,7413.0,,2019,39,감사보고서_2019.htm
기타,-,,0.0,,2019,39,감사보고서_2019.htm
계,7413,,7413.0,,2019,39,감사보고서_2019.htm
평가손익(기타포괄손익),-,,0.0,,2019,44,감사보고서_2019.htm
평가/처분손익(당기손익),3130,,3130.0,,2019,44,감사보고서_2019.htm
이자수익,-,,0.0,,2019,44,감사보고서_2019.htm
외환차이(당기손익),-,,0.0,,2019,44,감사보고서_2019.htm
배당금수익,140,,140.0,,2019,44,감사보고서_2019.htm
손상/환입(당기손익),-,,0.0,,2019,44,감사보고서_2019.htm
평가손익(기타포괄손익),-,,0.0,,2019,49,감사보고서_2019.htm
평가/처분손익(당기손익),57545,,57545.0,,2019,49,감사보고서_2019.htm
이자수익,-,,0.0,,2019,49,감사보고서_2019.htm
외환차이(당기손익),-,,0.0,,2019,49,감사보고서_2019.htm
배당금수익,-,,0.0,,2019,49,감사보고서_2019.htm
손상/환입(당기손익),-,,0.0,,2019,49,감사보고서_2019.htm
기초,1098565,963534,1098565.0,963534.0,2019,60,감사보고서_2019.htm
취득,6701,204055,6701.0,204055.0,2019,60,감사보고서_2019.htm
처분,(331),"(6,930)",-331.0,-6930.0,2019,60,감사보고서_2019.htm
공정가치평가,101449,"(119,800)",101449.0,-119800.0,2019,60,감사보고서_2019.htm
기타,(304),57706,-304.0,57706.0,2019,60,감사보고서_2019.htm
기말,1206080,1098565,1206080.0,1098565.0,2019,60,감사보고서_2019.htm
기초,7413,9819,7413.0,9819.0,2019,62,감사보고서_2019.htm
취득,-,665,0.0,665.0,2019,62,감사보고서_2019.htm
처분,"(2,774)","(2,141)",-2774.0,-2141.0,2019,62,감사보고서_2019.htm
공정가치평가,"(1,458)",(930),-1458.0,-930.0,2019,62,감사보고서_2019.htm
기말,3181,7413,3181.0,7413.0,2019,62,감사보고서_2019.htm
기초잔액,31393,149520,31393.0,149520.0,2019,64,감사보고서_2019.htm
공정가치평가,101449,"(119,800)",101449.0,-119800.0,2019,64,감사보고서_2019.htm
처분으로 인한 이익잉여금 대체,1288,1673,1288.0,1673.0,2019,64,감사보고서_2019.htm
기말잔액,134130,31393,134130.0,31393.0,2019,64,감사보고서_2019.htm
자본에 가감되는 법인세효과,"(36,886)","(8,633)",-36886.0,-8633.0,2019,64,감사보고서_2019.htm
계,97244,22760,97244.0,22760.0,2019,64,감사보고서_2019.htm
채권액,26520599,25707615,26520599.0,25707615.0,2019,69,감사보고서_2019.htm
차감: 손실충당금,"(37,992)","(260,588)",-37992.0,-260588.0,2019,69,감사보고서_2019.htm
소 계,26482607,25447027,26482607.0,25447027.0,2019,69,감사보고서_2019.htm
차감: 장기 채권,"(227,169)","(513,760)",-227169.0,-513760.0,2019,69,감사보고서_2019.htm
유동항목,26255438,24933267,26255438.0,24933267.0,2019,69,감사보고서_2019.htm
기초,260588,315020,260588.0,315020.0,2019,71,감사보고서_2019.htm
대손상각(환입),"(222,589)","(53,579)",-222589.0,-53579.0,2019,71,감사보고서_2019.htm
제각,-,-,0.0,0.0,2019,71,감사보고서_2019.htm
기타,(7),(853),-7.0,-853.0,2019,71,감사보고서_2019.htm
기말,37992,260588,37992.0,260588.0,2019,71,감사보고서_2019.htm
연체되지 않은 채권,26096358.0,25424293.0,26096358.0,25424293.0,2019,73,감사보고서_2019.htm
31일 이하,158726.0,99277.0,158726.0,99277.0,2019,73,감사보고서_2019.htm
31일 초과 90일 이하,117619.0,77532.0,117619.0,77532.0,2019,73,감사보고서_2019.htm
90일 초과,147896.0,106513.0,147896.0,106513.0,2019,73,감사보고서_2019.htm
소 계,424241.0,283322.0,424241.0,283322.0,2019,73,감사보고서_2019.htm
계,26520599.0,25707615.0,26520599.0,25707615.0,2019,73,감사보고서_2019.htm
제품 및 상품,2621083,3045263,2621083.0,3045263.0,2019,76,감사보고서_2019.htm
반제품 및 재공품,7956962,8328324,7956962.0,8328324.0,2019,76,감사보고서_2019.htm
원재료 및 저장품,2014689,1523979,2014689.0,1523979.0,2019,76,감사보고서_2019.htm
미착품,390807,510648,390807.0,510648.0,2019,76,감사보고서_2019.htm
계,12983541,13408214,12983541.0,13408214.0,2019,76,감사보고서_2019.htm
기초장부금액,55959745,55671759,55959745.0,55671759.0,2019,78,감사보고서_2019.htm
취득,925139,520660,925139.0,520660.0,2019,78,감사보고서_2019.htm
처분,"(58,677)","(25,317)",-58677.0,-25317.0,2019,78,감사보고서_2019.htm
손상,"(254,955)","(207,357)",-254955.0,-207357.0,2019,78,감사보고서_2019.htm
기말장부금액,56571252,55959745,56571252.0,55959745.0,2019,78,감사보고서_2019.htm
삼성디스플레이㈜,407791,,407791.0,,2019,82,감사보고서_2019.htm
"Samsung Electronics America, Inc.(SEA)",1127719,,1127719.0,,2019,82,감사보고서_2019.htm
Harman과 그 종속기업(*2),104459,,104459.0,,2019,82,감사보고서_2019.htm
"Samsung (CHINA) Investment Co., Ltd.(SCIC)",581115,,581115.0,,2019,82,감사보고서_2019.htm
"Samsung Electronics Vietnam THAINGUYEN Co., Ltd.(SEVT)",2305089,,2305089.0,,2019,82,감사보고서_2019.htm
"Samsung (China) Semiconductor Co., Ltd.(SCS)",537037,,537037.0,,2019,82,감사보고서_2019.htm
"Samsung Electronics Vietnam Co., Ltd.(SEV)",1757684,,1757684.0,,2019,82,감사보고서_2019.htm
Samsung Electronics Europe Holding Cooperatief U.A.(SEEH),21915,,21915.0,,2019,82,감사보고서_2019.htm
"Samsung Semiconductor, Inc.(SSI)",211312,,211312.0,,2019,82,감사보고서_2019.htm
Samsung Asia Private Ltd.(SAPL),1265359,,1265359.0,,2019,82,감사보고서_2019.htm
"Samsung Display Vietnam Co., Ltd.(SDV)",601469,,601469.0,,2019,82,감사보고서_2019.htm
Samsung Electronica da Amazonia Ltda.(SEDA),887298,,887298.0,,2019,82,감사보고서_2019.htm
Samsung India Electronics Private Ltd.(SIEL),448678,,448678.0,,2019,82,감사보고서_2019.htm
Samsung Austin Semiconductor LLC.(SAS),571391,,571391.0,,2019,82,감사보고서_2019.htm
"Shanghai Samsung Semiconductor Co., Ltd.(SSS)",265801,,265801.0,,2019,82,감사보고서_2019.htm
삼성디스플레이㈜,1263050,,1263050.0,,2019,85,감사보고서_2019.htm
"Samsung Electronics America, Inc.(SEA)",870814,,870814.0,,2019,85,감사보고서_2019.htm
"Samsung (CHINA) Investment Co., Ltd.(SCIC)",127448,,127448.0,,2019,85,감사보고서_2019.htm
Harman과 그 종속기업(*2),41359,,41359.0,,2019,85,감사보고서_2019.htm
"Samsung Electronics Vietnam Co., Ltd.(SEV)",1783410,,1783410.0,,2019,85,감사보고서_2019.htm
"Samsung Electronics Vietnam THAINGUYEN Co., Ltd.(SEVT)",2047014,,2047014.0,,2019,85,감사보고서_2019.htm
"Samsung (China) Semiconductor Co., Ltd.(SCS)",1489906,,1489906.0,,2019,85,감사보고서_2019.htm
"Samsung Semiconductor, Inc.(SSI)",62872,,62872.0,,2019,85,감사보고서_2019.htm
Samsung Electronics Europe Holding Cooperatief U.A.(SEEH),9439,,9439.0,,2019,85,감사보고서_2019.htm
"Samsung Display Vietnam Co., Ltd.(SDV)",1003889,,1003889.0,,2019,85,감사보고서_2019.htm
Samsung Asia Private Ltd.(SAPL),1111559,,1111559.0,,2019,85,감사보고서_2019.htm
"Samsung Electronics Huizhou Co., Ltd.(SEHZ)",532767,,532767.0,,2019,85,감사보고서_2019.htm
Samsung India Electronics Private Ltd.(SIEL),309632,,309632.0,,2019,85,감사보고서_2019.htm
Samsung Electronica da Amazonia Ltda.(SEDA),778124,,778124.0,,2019,85,감사보고서_2019.htm
Samsung Austin Semiconductor LLC.(SAS),434766,,434766.0,,2019,85,감사보고서_2019.htm
삼성전기㈜,17693084,1831234,17693084.0,1831234.0,2019,94,감사보고서_2019.htm
삼성에스디에스㈜,17472110,3564310,17472110.0,3564310.0,2019,94,감사보고서_2019.htm
삼성바이오로직스㈜,20836832,8053436,20836832.0,8053436.0,2019,94,감사보고서_2019.htm
삼성SDI㈜,13462673,2948325,13462673.0,2948325.0,2019,94,감사보고서_2019.htm
㈜제일기획,29038075,653357,29038075.0,653357.0,2019,94,감사보고서_2019.htm
매출원가,13830961,12617355,13830961.0,12617355.0,2019,103,감사보고서_2019.htm
판매비와관리비 등,1370187,1222442,1370187.0,1222442.0,2019,103,감사보고서_2019.htm
계,15201148,13839797,15201148.0,13839797.0,2019,103,감사보고서_2019.htm
매출원가,1963720,570006,1963720.0,570006.0,2019,112,감사보고서_2019.htm
판매비와관리비 등,421436,285558,421436.0,285558.0,2019,112,감사보고서_2019.htm
계,2385156,855564,2385156.0,855564.0,2019,112,감사보고서_2019.htm
US$ denominated  Straight Bonds(*),7.7,"50,315 (US$ 45,000천)",7.7,,2019,119,감사보고서_2019.htm
기금이 적립된 확정급여채무의 현재가치,8265802,6416966,8265802.0,6416966.0,2019,124,감사보고서_2019.htm
기금이 적립되지 않은 확정급여채무의 현재가치,12106,15664,12106.0,15664.0,2019,124,감사보고서_2019.htm
소 계,8277908,6432630,8277908.0,6432630.0,2019,124,감사보고서_2019.htm
사외적립자산의 공정가치,"(8,764,763)","(6,994,986)",-8764763.0,-6994986.0,2019,124,감사보고서_2019.htm
순확정급여(자산) 계,"(486,855)","(562,356)",-486855.0,-562356.0,2019,124,감사보고서_2019.htm
당기근무원가,648298,603904,648298.0,603904.0,2019,126,감사보고서_2019.htm
순이자원가(수익),"(19,706)","(32,960)",-19706.0,-32960.0,2019,126,감사보고서_2019.htm
계,628592,570944,628592.0,570944.0,2019,126,감사보고서_2019.htm
매출원가,249999,223342,249999.0,223342.0,2019,128,감사보고서_2019.htm
판매비와관리비 등,378593,347602,378593.0,347602.0,2019,128,감사보고서_2019.htm
계,628592,570944,628592.0,570944.0,2019,128,감사보고서_2019.htm
기초,6432630,5622587,6432630.0,5622587.0,2019,130,감사보고서_2019.htm
당기근무원가,648298,603904,648298.0,603904.0,2019,130,감사보고서_2019.htm
이자원가,205474,212261,205474.0,212261.0,2019,130,감사보고서_2019.htm
- 인구통계적가정의 변동으로 인한  보험수리적손익,-,-,0.0,0.0,2019,130,감사보고서_2019.htm
- 재무적가정의 변동으로 인한  보험수리적손익,904975,73363,904975.0,73363.0,2019,130,감사보고서_2019.htm
- 기타사항에 의한 효과,280294,196647,280294.0,196647.0,2019,130,감사보고서_2019.htm
급여지급액,"(224,901)","(277,921)",-224901.0,-277921.0,2019,130,감사보고서_2019.htm
기타,31138,1789,31138.0,1789.0,2019,130,감사보고서_2019.htm
기말,8277908,6432630,8277908.0,6432630.0,2019,130,감사보고서_2019.htm
기초,6994986,6433797,6994986.0,6433797.0,2019,132,감사보고서_2019.htm
사외적립자산의 이자수익,225179,245221,225179.0,245221.0,2019,132,감사보고서_2019.htm
사외적립자산의 재측정요소,"(90,811)","(129,963)",-90811.0,-129963.0,2019,132,감사보고서_2019.htm
사용자의 기여금,1819400,643800,1819400.0,643800.0,2019,132,감사보고서_2019.htm
급여지급액,"(211,971)","(198,790)",-211971.0,-198790.0,2019,132,감사보고서_2019.htm
기타,27980,921,27980.0,921.0,2019,132,감사보고서_2019.htm
기말,8764763,6994986,8764763.0,6994986.0,2019,132,감사보고서_2019.htm
1%p 증가,92.0,92.0,92.0,92.0,2019,136,감사보고서_2019.htm
1%p 감소,109.0,109.0,109.0,109.0,2019,136,감사보고서_2019.htm
1%p 증가,109.0,109.0,109.0,109.0,2019,136,감사보고서_2019.htm
1%p 감소,92.0,92.0,92.0,92.0,2019,136,감사보고서_2019.htm
기초,31647,,31647.0,,2019,142,감사보고서_2019.htm
증가,7140,,7140.0,,2019,142,감사보고서_2019.htm
기말,38787,,38787.0,,2019,142,감사보고서_2019.htm
기초,99832,,99832.0,,2019,144,감사보고서_2019.htm
순전입(환입)액,"(81,784)",,-81784.0,,2019,144,감사보고서_2019.htm
사용액,-,,0.0,,2019,144,감사보고서_2019.htm
기말,18048,,18048.0,,2019,144,감사보고서_2019.htm
이익준비금(*1),450789.0,450789.0,450789.0,450789.0,2019,156,감사보고서_2019.htm
재무구조개선적립금,204815.0,204815.0,204815.0,204815.0,2019,156,감사보고서_2019.htm
기업합리화적립금(*2),37699966.0,32699966.0,37699966.0,32699966.0,2019,156,감사보고서_2019.htm
해외시장개척준비금,510750.0,510750.0,510750.0,510750.0,2019,156,감사보고서_2019.htm
해외투자손실준비금,164982.0,164982.0,164982.0,164982.0,2019,156,감사보고서_2019.htm
연구및인력개발준비금,88936458.0,78936458.0,88936458.0,78936458.0,2019,156,감사보고서_2019.htm
수출손실준비금,167749.0,167749.0,167749.0,167749.0,2019,156,감사보고서_2019.htm
자사주처분손실준비금,3100000.0,3100000.0,3100000.0,3100000.0,2019,156,감사보고서_2019.htm
시설적립금,32914565.0,31763655.0,32914565.0,31763655.0,2019,156,감사보고서_2019.htm
소계,163699285.0,147548375.0,163699285.0,147548375.0,2019,156,감사보고서_2019.htm
3. 미처분이익잉여금,8138252.0,18556368.0,8138252.0,18556368.0,2019,156,감사보고서_2019.htm
계,172288326.0,166555532.0,172288326.0,166555532.0,2019,156,감사보고서_2019.htm
Ⅰ. 미처분이익잉여금,8138252,18556368,8138252.0,18556368.0,2019,159,감사보고서_2019.htm
1. 전기이월이익잉여금,30,30,30.0,30.0,2019,159,감사보고서_2019.htm
2. 회계정책변경누적효과 등,"(1,286)",58324,-1286.0,58324.0,2019,159,감사보고서_2019.htm
"3. 분기배당금  당기 - 주당배당금(률): 1,062원(1062%)  전기 - 주당배당금(률): 1,062원(1062%)","(7,213,815)","(7,213,815)",-7213815.0,-7213815.0,2019,159,감사보고서_2019.htm
4. 자기주식 소각,-,"(7,103,298)",0.0,-7103298.0,2019,159,감사보고서_2019.htm
5. 당기순이익,15353323,32815127,15353323.0,32815127.0,2019,159,감사보고서_2019.htm
Ⅱ. 임의적립금 등의 이입액,-,-,0.0,0.0,2019,159,감사보고서_2019.htm
Ⅲ. 이익잉여금처분액,8138222,18556338,8138222.0,18556338.0,2019,159,감사보고서_2019.htm
1. 기업합리화적립금,2500000,5000000,2500000.0,5000000.0,2019,159,감사보고서_2019.htm
2. 배당금  주당배당금(률)  당기 - 보통주: 354원(354%)  우선주: 355원(355%)  전기 - 보통주: 354원(354%)  우선주: 355원(355%),2405428,2405428,2405428.0,2405428.0,2019,159,감사보고서_2019.htm
3. 연구및인력개발준비금,3000000,10000000,3000000.0,10000000.0,2019,159,감사보고서_2019.htm
4. 시설적립금,232794,1150910,232794.0,1150910.0,2019,159,감사보고서_2019.htm
Ⅳ. 차기이월미처분이익잉여금,30,30,30.0,30.0,2019,159,감사보고서_2019.htm
1분기,"5,969,782,550주","119,395,651주",5969782550.0,119395651.0,2019,161,감사보고서_2019.htm
1분기,"822,886,700주","16,457,734주",822886700.0,16457734.0,2019,161,감사보고서_2019.htm
1분기,354%,354%,354.0,354.0,2019,161,감사보고서_2019.htm
1분기,2113303,2113303,2113303.0,2113303.0,2019,161,감사보고서_2019.htm
1분기,291302,291302,291302.0,291302.0,2019,161,감사보고서_2019.htm
1분기,2404605,2404605,2404605.0,2404605.0,2019,161,감사보고서_2019.htm
2분기,"5,969,782,550주","5,969,782,550주",5969782550.0,5969782550.0,2019,161,감사보고서_2019.htm
2분기,"822,886,700주","822,886,700주",822886700.0,822886700.0,2019,161,감사보고서_2019.htm
2분기,354%,354%,354.0,354.0,2019,161,감사보고서_2019.htm
2분기,2113303,2113303,2113303.0,2113303.0,2019,161,감사보고서_2019.htm
2분기,291302,291302,291302.0,291302.0,2019,161,감사보고서_2019.htm
2분기,2404605,2404605,2404605.0,2404605.0,2019,161,감사보고서_2019.htm
3분기,"5,969,782,550주","5,969,782,550주",5969782550.0,5969782550.0,2019,161,감사보고서_2019.htm
3분기,"822,886,700주","822,886,700주",822886700.0,822886700.0,2019,161,감사보고서_2019.htm
3분기,354%,354%,354.0,354.0,2019,161,감사보고서_2019.htm
3분기,2113303,2113303,2113303.0,2113303.0,2019,161,감사보고서_2019.htm
3분기,291302,291302,291302.0,291302.0,2019,161,감사보고서_2019.htm
3분기,2404605,2404605,2404605.0,2404605.0,2019,161,감사보고서_2019.htm
배당받을 주식,"5,969,782,550주","5,969,782,550주",5969782550.0,5969782550.0,2019,164,감사보고서_2019.htm
배당받을 주식,"822,886,700주","822,886,700주",822886700.0,822886700.0,2019,164,감사보고서_2019.htm
배당률(액면가 기준),354%,354%,354.0,354.0,2019,164,감사보고서_2019.htm
배당률(액면가 기준),355%,355%,355.0,355.0,2019,164,감사보고서_2019.htm
배당금액,2113303,2113303,2113303.0,2113303.0,2019,164,감사보고서_2019.htm
배당금액,292125,292125,292125.0,292125.0,2019,164,감사보고서_2019.htm
배당금액,2405428,2405428,2405428.0,2405428.0,2019,164,감사보고서_2019.htm
기타포괄손익-공정가치금융자산평가손익,97244,22759,97244.0,22759.0,2019,166,감사보고서_2019.htm
순확정급여자산 재측정요소,"(1,577,138)","(651,981)",-1577138.0,-651981.0,2019,166,감사보고서_2019.htm
기타,1760408,1760408,1760408.0,1760408.0,2019,166,감사보고서_2019.htm
계,280514,1131186,280514.0,1131186.0,2019,166,감사보고서_2019.htm
제품 및 재공품 등의 변동,515608,"(4,578,762)",515608.0,-4578762.0,2019,168,감사보고서_2019.htm
원재료 등의 사용액 및 상품 매입액 등,77835300,72785510,77835300.0,72785510.0,2019,168,감사보고서_2019.htm
급여,10294765,11190102,10294765.0,11190102.0,2019,168,감사보고서_2019.htm
퇴직급여,649786,583953,649786.0,583953.0,2019,168,감사보고서_2019.htm
감가상각비,15201148,13839797,15201148.0,13839797.0,2019,168,감사보고서_2019.htm
무형자산상각비,2385156,855564,2385156.0,855564.0,2019,168,감사보고서_2019.htm
복리후생비,2059765,1804652,2059765.0,1804652.0,2019,168,감사보고서_2019.htm
유틸리티비,2340940,2217641,2340940.0,2217641.0,2019,168,감사보고서_2019.htm
외주용역비,2848918,2691621,2848918.0,2691621.0,2019,168,감사보고서_2019.htm
광고선전비,1424771,750368,1424771.0,750368.0,2019,168,감사보고서_2019.htm
판매촉진비,923894,1318453,923894.0,1318453.0,2019,168,감사보고서_2019.htm
기타비용,24177741,23223520,24177741.0,23223520.0,2019,168,감사보고서_2019.htm
계(*),140657792,126682419,140657792.0,126682419.0,2019,168,감사보고서_2019.htm
급여,1719897,1862339,1719897.0,1862339.0,2019,171,감사보고서_2019.htm
퇴직급여,117755,112110,117755.0,112110.0,2019,171,감사보고서_2019.htm
지급수수료,2235610,2452677,2235610.0,2452677.0,2019,171,감사보고서_2019.htm
감가상각비,439692,372823,439692.0,372823.0,2019,171,감사보고서_2019.htm
무형자산상각비,176805,137394,176805.0,137394.0,2019,171,감사보고서_2019.htm
광고선전비,1424771,750368,1424771.0,750368.0,2019,171,감사보고서_2019.htm
판매촉진비,923894,1318453,923894.0,1318453.0,2019,171,감사보고서_2019.htm
운반비,686473,510314,686473.0,510314.0,2019,171,감사보고서_2019.htm
서비스비,872054,485295,872054.0,485295.0,2019,171,감사보고서_2019.htm
기타판매비와관리비,1743692,1819773,1743692.0,1819773.0,2019,171,감사보고서_2019.htm
소계,10340643,9821546,10340643.0,9821546.0,2019,171,감사보고서_2019.htm
연구개발 총지출액,16984404,15490671,16984404.0,15490671.0,2019,171,감사보고서_2019.htm
개발비 자산화,"(285,699)","(296,304)",-285699.0,-296304.0,2019,171,감사보고서_2019.htm
소계,16698705,15194367,16698705.0,15194367.0,2019,171,감사보고서_2019.htm
계,27039348,25015913,27039348.0,25015913.0,2019,171,감사보고서_2019.htm
기간손익에 대한 당기법인세,3530390,11618350,3530390.0,11618350.0,2019,177,감사보고서_2019.htm
당기에 인식한 조정사항,"(281,193)","(108,805)",-281193.0,-108805.0,2019,177,감사보고서_2019.htm
소 계,3249197,11509545,3249197.0,11509545.0,2019,177,감사보고서_2019.htm
세액공제의 이월로 인한 이연법인세변동액,"(170,267)","(44,968)",-170267.0,-44968.0,2019,177,감사보고서_2019.htm
일시적차이로 인한 이연법인세변동액,600216,119151,600216.0,119151.0,2019,177,감사보고서_2019.htm
소 계,429949,74183,429949.0,74183.0,2019,177,감사보고서_2019.htm
3. 자본에 직접 부가되는 법인세부담액,-,-,0.0,0.0,2019,177,감사보고서_2019.htm
법인세비용 계,3679146,11583728,3679146.0,11583728.0,2019,177,감사보고서_2019.htm
법인세비용차감전순이익,19032469,44398855,19032469.0,44398855.0,2019,179,감사보고서_2019.htm
적용세율에 따른 법인세비용(*),5233928,12209685,5233928.0,12209685.0,2019,179,감사보고서_2019.htm
세무상 과세되지 않는 수익,"(9,834)","(16,155)",-9834.0,-16155.0,2019,179,감사보고서_2019.htm
세무상 차감되지 않는 비용,462997,24349,462997.0,24349.0,2019,179,감사보고서_2019.htm
세액공제,"(2,051,265)","(653,462)",-2051265.0,-653462.0,2019,179,감사보고서_2019.htm
기타,43320,19311,43320.0,19311.0,2019,179,감사보고서_2019.htm
법인세비용,3679146,11583728,3679146.0,11583728.0,2019,179,감사보고서_2019.htm
12개월 이내에 결제될 이연법인세자산(부채),1624523,1238391,1624523.0,1238391.0,2019,188,감사보고서_2019.htm
12개월 이후에 결제될 이연법인세자산(부채),"(1,077,347)","(583,935)",-1077347.0,-583935.0,2019,188,감사보고서_2019.htm
계,547176,654456,547176.0,654456.0,2019,188,감사보고서_2019.htm
당기순이익,15353323,32815127,15353323.0,32815127.0,2019,190,감사보고서_2019.htm
당기순이익 중 보통주 해당분,13492647,28839069,13492647.0,28839069.0,2019,190,감사보고서_2019.htm
÷ 가중평균유통보통주식수,5969783,5970448,5969783.0,5970448.0,2019,190,감사보고서_2019.htm
기본 보통주 주당이익(단위: 원),2260,4830,2260.0,4830.0,2019,190,감사보고서_2019.htm
당기순이익,15353323,32815127,15353323.0,32815127.0,2019,192,감사보고서_2019.htm
당기순이익 중 우선주 해당분,1860676,3976058,1860676.0,3976058.0,2019,192,감사보고서_2019.htm
÷ 가중평균유통우선주식수,822887,823042,822887.0,823042.0,2019,192,감사보고서_2019.htm
기본 우선주 주당이익(단위: 원),2261,4831,2261.0,4831.0,2019,192,감사보고서_2019.htm
법인세비용,3679146,11583728,3679146.0,11583728.0,2019,194,감사보고서_2019.htm
금융수익,"(1,032,054)","(933,801)",-1032054.0,-933801.0,2019,194,감사보고서_2019.htm
금융비용,776482,769761,776482.0,769761.0,2019,194,감사보고서_2019.htm
퇴직급여,649786,583953,649786.0,583953.0,2019,194,감사보고서_2019.htm
감가상각비,15201148,13839797,15201148.0,13839797.0,2019,194,감사보고서_2019.htm
무형자산상각비,2385156,855564,2385156.0,855564.0,2019,194,감사보고서_2019.htm
대손상각비(환입),"(222,589)","(53,579)",-222589.0,-53579.0,2019,194,감사보고서_2019.htm
배당금수익,"(4,454,698)","(335,069)",-4454698.0,-335069.0,2019,194,감사보고서_2019.htm
유형자산처분이익,"(331,376)","(265,289)",-331376.0,-265289.0,2019,194,감사보고서_2019.htm
유형자산처분손실,25450,33070,25450.0,33070.0,2019,194,감사보고서_2019.htm
재고자산평가손실 등,"(6,367)",739469,-6367.0,739469.0,2019,194,감사보고서_2019.htm
투자자산처분이익,"(9,308)","(6,259)",-9308.0,-6259.0,2019,194,감사보고서_2019.htm
기타,250446,283804,250446.0,283804.0,2019,194,감사보고서_2019.htm
계,16911222,27095149,16911222.0,27095149.0,2019,194,감사보고서_2019.htm
매출채권의 감소(증가),135029,4368004,135029.0,4368004.0,2019,196,감사보고서_2019.htm
미수금의 감소(증가),"(890,448)",246398,-890448.0,246398.0,2019,196,감사보고서_2019.htm
선급금의 감소(증가),27844,99297,27844.0,99297.0,2019,196,감사보고서_2019.htm
장단기선급비용의 감소(증가),"(97,988)","(1,026,533)",-97988.0,-1026533.0,2019,196,감사보고서_2019.htm
재고자산의 감소(증가),330937,"(5,427,821)",330937.0,-5427821.0,2019,196,감사보고서_2019.htm
매입채무의 증가(감소),316922,960315,316922.0,960315.0,2019,196,감사보고서_2019.htm
장단기미지급금의 증가(감소),106124,"(1,071,814)",106124.0,-1071814.0,2019,196,감사보고서_2019.htm
선수금의 증가(감소),141087,608,141087.0,608.0,2019,196,감사보고서_2019.htm
예수금의 증가(감소),"(189,252)",71870,-189252.0,71870.0,2019,196,감사보고서_2019.htm
미지급비용의 증가(감소),"(806,961)","(415,762)",-806961.0,-415762.0,2019,196,감사보고서_2019.htm
장단기충당부채의 증가(감소),"(159,412)","(543,568)",-159412.0,-543568.0,2019,196,감사보고서_2019.htm
퇴직금의 지급,"(246,095)","(290,930)",-246095.0,-290930.0,2019,196,감사보고서_2019.htm
사외적립자산의 감소(증가),"(1,607,429)","(445,010)",-1607429.0,-445010.0,2019,196,감사보고서_2019.htm
기타,"(980,197)","(2,839,019)",-980197.0,-2839019.0,2019,196,감사보고서_2019.htm
계,"(3,919,839)","(6,313,965)",-3919839.0,-6313965.0,2019,196,감사보고서_2019.htm
기타포괄손익-공정가치금융자산평가,101449,"(119,800)",101449.0,-119800.0,2019,198,감사보고서_2019.htm
유형자산의 본계정 대체,8968190,29257052,8968190.0,29257052.0,2019,198,감사보고서_2019.htm
리스계약의 신규 체결,105440,-,105440.0,0.0,2019,198,감사보고서_2019.htm
장기차입금의 유동성 대체,112365,-,112365.0,0.0,2019,198,감사보고서_2019.htm
사채의 유동성 대체,5789,5591,5789.0,5591.0,2019,198,감사보고서_2019.htm
